Age,State,Posts,Views,Duration,Authors,AuthorExperience,DeletedPosts,Forum,AuthorBanned
359,open,17,469,5,8,1,0,Science,not banned
2705,open,9,1761,3,4,64,0,Medicine,not banned
2401,open,7,1412,0,5,0,0,Science,not banned
950,open,2,352,0,2,0,0,Homework,not banned
1359,open,4,603,0,2,0,0,Homework,not banned
2084,open,5,907,24,4,108,0,Science,not banned
943,open,6,493,1,5,0,0,Medicine,not banned
1386,open,10,1000,3,5,28,0,Discussion,not banned
1956,open,7,2948,1,3,777,0,Math,not banned
2096,open,2,490,0,3,1,1,Science,not banned
2131,open,4,451,0,3,35,0,Homework,not banned
915,open,10,504,1,7,0,0,Speculation,not banned
1305,open,17,2381,9,10,1193,0,Science,not banned
2114,open,50,8802,2000,20,78,0,Medicine,not banned
2568,open,4,549,0,4,305,0,Science,not banned
183,open,9,367,152,2,818,0,Math,not banned
4244,open,7,1035,4,2,1,0,Science,not banned
1767,open,2,454,0,2,1567,0,Science,not banned
355,open,5,319,3,5,3658,0,Discussion,not banned
4168,open,4,755,0,3,11,0,Science,not banned
474,open,3,445,18,2,2221,0,Science,not banned
2968,open,5,890,1,4,257,0,Science,not banned
3816,open,6,575,86,3,58,0,Misc,not banned
2470,open,14,904,9,7,381,0,Science,not banned
2308,open,31,1401,3,10,0,0,Science,not banned
1032,open,12,1069,3,5,0,0,Speculation,not banned
2668,closed,101,7842,7,19,66,0,Science,not banned
1863,open,6,826,2,4,21,0,Science,not banned
709,open,2,695,319,2,3292,0,Misc,not banned
3321,open,7,394,2,5,11,0,Discussion,not banned
3936,open,5,501,0,3,149,0,Discussion,not banned
2641,open,12,1175,73,5,907,0,Science,not banned
4509,open,3,899,69,3,5,0,Science,not banned
3391,open,102,10501,309,14,759,1,Science,not banned
1288,open,9,798,19,5,92,0,Science,banned
3588,closed,8,811,11,6,0,0,Misc,not banned
3239,open,37,1932,50,28,0,3,Speculation,not banned
1068,open,6,817,3,4,396,0,Science,not banned
125,open,6,243,1,4,30,0,Science,banned
1748,open,5,392,0,4,0,0,Science,not banned
1151,open,2,429,1,2,0,0,Science,not banned
2477,open,3,409,0,3,49,0,Science,not banned
200,open,6,275,16,4,7,0,Math,not banned
3834,open,25,1709,17,6,27,1,Science,not banned
1405,open,4,684,1,2,225,0,Misc,not banned
1091,open,18,695,47,3,57,0,Speculation,not banned
3177,open,18,542,1,4,110,0,Discussion,not banned
2540,open,8,724,1,5,718,0,Homework,not banned
2403,open,10,459,2,6,1089,0,Discussion,not banned
3315,open,2,364,0,2,0,0,Science,not banned
2110,open,33,1427,8,11,722,1,Science,not banned
899,open,6,631,2,5,1796,0,Discussion,not banned
577,open,2,242,1,2,0,0,Misc,not banned
3087,open,11,681,4,7,0,0,Science,banned
3396,open,3,517,1,3,18,0,Science,not banned
4265,open,3,766,0,2,270,0,Math,not banned
3408,open,7,736,2,5,459,0,Math,not banned
1780,open,8,355,1,6,80,0,Science,not banned
3301,open,3,346,0,2,221,0,Discussion,not banned
556,open,4,936,3,3,0,0,Science,not banned
2557,open,8,941,0,4,0,0,Science,not banned
3941,open,28,1483,7,9,60,0,Science,not banned
1048,open,6,506,7,3,124,0,Science,not banned
3590,open,2,653,0,2,376,0,Science,not banned
2100,open,3,537,501,2,703,1,Science,not banned
2944,open,3,293,1,3,723,0,Discussion,not banned
3344,open,7,4371,1,4,0,0,Science,not banned
1399,open,40,3953,8,7,9,1,Science,not banned
2541,open,37,143,14,6,1460,0,Misc,not banned
2106,open,9,414,11,6,86,0,Discussion,not banned
104,open,9,246,5,5,83,0,Math,not banned
3682,open,14,446,1,6,669,0,Discussion,not banned
2714,open,26,1687,34,14,26,0,Science,not banned
3340,open,10,1393,10,7,316,0,Medicine,not banned
2793,open,7,3090,0,3,148,0,Science,not banned
3935,open,16,2622,1193,13,614,0,Homework,not banned
3488,open,21,1439,32,14,274,0,Medicine,not banned
2820,open,15,7749,43,11,1,0,Medicine,not banned
3349,open,49,2235,5,11,742,0,Science,not banned
3483,open,9,695,42,5,11,0,Science,not banned
2201,open,27,1561,16,9,0,1,Science,not banned
4196,open,7,799,75,5,0,0,Science,not banned
1583,open,3,1051,2,3,0,0,Science,not banned
1288,open,9,1158,13,6,1519,0,Medicine,not banned
3713,open,59,1695,2,18,75,0,Discussion,not banned
569,open,13,424,2,4,244,0,Science,not banned
1333,open,7,653,2,4,0,0,Science,not banned
3808,open,16,1036,1,4,186,0,Discussion,not banned
3587,open,8,976,1,3,156,0,Science,not banned
2352,open,5,317,1,4,285,0,Discussion,not banned
219,open,6,144,1,3,580,0,Discussion,not banned
1868,open,4,428,0,3,16,0,Science,not banned
2127,closed,2,480,0,2,0,0,Science,not banned
2428,open,16,1231,3,5,0,0,Science,not banned
3386,open,33,4458,5,20,244,0,Discussion,not banned
2253,open,10,1810,6,6,0,0,Homework,not banned
2059,open,27,1590,16,7,150,0,Science,banned
2289,open,56,14056,1428,43,1740,5,Misc,not banned
300,open,3,219,3,2,0,0,Science,not banned
3474,open,2,376,0,2,258,0,Homework,not banned
1381,open,3,606,0,3,95,0,Science,not banned
2014,open,2,296,1,2,0,0,Discussion,not banned
3162,open,53,3426,11,13,0,0,Science,not banned
2389,open,5,1065,0,5,462,0,Homework,not banned
3632,open,32,2901,6,11,0,1,Speculation,banned
1543,open,2,1095,1,3,0,1,Homework,not banned
1468,open,18,1392,3,9,46,0,Speculation,not banned
687,open,21,548,6,8,20,0,Science,not banned
3682,open,11,1004,59,6,5,0,Medicine,not banned
1183,open,2,3008,15,2,1,0,Science,not banned
3420,open,8,594,4,5,4,0,Discussion,not banned
3536,open,6,808,9,5,111,0,Math,not banned
120,open,2,180,0,2,0,0,Math,not banned
2051,open,3,38,2,3,0,0,Misc,not banned
179,closed,142,2104,28,11,548,0,Speculation,not banned
3413,open,5,498,1,2,752,0,Discussion,not banned
1269,open,7,1061,1,7,1229,0,Discussion,not banned
3179,open,3,584,0,2,153,0,Science,not banned
2924,open,2,442,2,2,982,0,Science,not banned
1102,open,2,1280,1,2,0,0,Science,not banned
3037,open,139,6488,12,20,250,0,Misc,not banned
166,open,16,450,16,8,28,0,Discussion,not banned
2150,open,7,727,6,6,501,0,Science,not banned
2551,closed,48,3022,3,11,1,0,Science,not banned
518,open,7,2863,319,6,408,0,Homework,not banned
3030,open,42,1463,6,8,250,1,Discussion,not banned
1875,open,7,521,4,3,0,0,Science,not banned
1706,open,24,1526,73,15,21,0,Discussion,not banned
2770,open,5,454,1,2,81,0,Science,not banned
2144,open,2,294,0,2,0,0,Science,not banned
1820,open,10,915,3,3,1350,0,Science,not banned
3034,open,13,983,34,11,519,0,Science,not banned
706,open,14,465,5,9,2929,0,Science,not banned
3941,open,17,1791,37,6,0,0,Math,not banned
1382,open,2,1168,0,2,0,0,Math,not banned
454,open,22,1528,10,5,810,0,Misc,not banned
632,open,3,454,0,3,3381,0,Science,not banned
3497,closed,7,548,0,6,56,0,Discussion,not banned
1944,closed,8,624,4,5,335,0,Speculation,banned
1842,open,5,594,2,4,1702,0,Discussion,not banned
2739,open,8,421,3,4,14,0,Science,not banned
1143,open,3,352,3,3,0,0,Science,not banned
962,open,9,1530,97,8,83,0,Math,not banned
492,closed,609,9872,48,31,307,6,Discussion,not banned
4209,closed,50,8322,707,20,0,2,Science,not banned
2055,open,9,926,2,3,1851,0,Math,not banned
4059,open,47,1841,43,16,476,0,Discussion,not banned
211,open,12,491,2,6,333,0,Science,banned
2356,open,11,755,2,8,73,0,Science,not banned
3511,open,12,903,1,6,0,0,Science,not banned
1020,open,6,365,0,3,128,0,Speculation,not banned
3579,open,3,543,1,2,0,0,Science,banned
1160,open,14,1071,2,6,271,0,Discussion,banned
2080,open,18,669,9,10,1464,0,Discussion,not banned
3352,open,15,55,32,8,1197,0,Misc,not banned
4547,open,3,852,0,2,3,0,Discussion,not banned
2791,open,17,1049,11,6,0,0,Science,not banned
242,open,3,162,2,3,224,0,Science,not banned
3753,open,66,2869,47,14,97,0,Science,not banned
2659,open,8,905,44,8,1,0,Homework,not banned
2553,open,8,775,9,4,0,0,Science,not banned
1080,open,2,427,1,2,1024,0,Science,not banned
3423,open,8,761,1,4,0,0,Misc,not banned
2458,open,2,509,0,2,5,0,Science,not banned
3305,open,21,1605,16,7,123,0,Math,not banned
2647,open,2,499,0,2,493,0,Science,not banned
692,open,4,198,1,3,96,0,Speculation,not banned
2455,open,24,1168,7,10,0,0,Science,not banned
1410,open,82,5784,11,15,2407,0,Discussion,not banned
3120,closed,2,544,0,2,347,0,Science,not banned
2265,open,2,282,1,2,395,0,Homework,not banned
2210,open,8,1459,1,6,762,0,Science,not banned
1796,open,6,871,1,4,209,0,Math,not banned
2097,open,2,333,6,2,0,0,Science,not banned
1577,open,10,1160,214,5,28,0,Medicine,not banned
3283,open,21,4920,22,9,0,1,Math,not banned
3600,open,5,953,1,3,162,1,Math,not banned
53,open,6,237,0,6,689,0,Science,not banned
789,open,21,852,4,9,1490,0,Discussion,not banned
2675,open,16,790,5,5,24,0,Speculation,banned
2696,open,20,5664,94,11,0,0,Science,not banned
2809,open,10,1763,8,5,503,0,Science,not banned
3132,open,22,2067,7,5,1018,0,Misc,not banned
3752,open,5,669,0,5,8,1,Discussion,not banned
2880,open,8,865,29,7,52,0,Science,not banned
1148,open,3,525,1,2,2,0,Speculation,not banned
2096,open,4,880,22,3,1,0,Homework,not banned
4063,open,54,3073,787,28,472,0,Discussion,not banned
1366,open,15,1260,1,7,7,0,Discussion,not banned
1858,open,2,877,0,2,1468,0,Science,not banned
3295,open,33,1396,4,13,455,0,Discussion,not banned
815,open,7,674,50,5,3,0,Science,not banned
2971,open,2,355,0,2,0,0,Science,not banned
583,open,4,207,4,2,890,0,Speculation,not banned
2372,open,3,481,1,3,175,0,Science,not banned
2906,open,33,2722,121,6,1284,0,Science,not banned
2163,open,8,308,1,6,1169,0,Discussion,not banned
2278,open,8,783,13,6,0,0,Science,not banned
1472,open,13,2687,28,5,632,1,Science,not banned
1889,open,2,292,0,2,1655,0,Discussion,not banned
1581,open,3,527,2,2,229,0,Science,not banned
4146,open,21,1894,34,9,15,0,Science,not banned
1479,open,3,369,0,3,0,0,Discussion,not banned
1402,open,19,972,1,5,162,0,Discussion,not banned
4057,open,7,387,2,4,84,0,Discussion,not banned
2325,open,4,1449,3,4,1,0,Medicine,not banned
1860,open,43,1580,7,20,204,0,Discussion,not banned
1448,open,2,481,1,2,0,0,Science,not banned
1969,open,4,1963,714,4,0,1,Misc,not banned
1813,open,2,540,6,2,0,0,Medicine,not banned
1284,open,5,1137,2,2,166,0,Speculation,not banned
1199,open,4,597,0,3,0,0,Science,not banned
3705,open,5,806,1,5,0,0,Science,not banned
2079,open,36,1554,5,20,1,0,Science,not banned
567,open,6,220,1,4,7,0,Speculation,not banned
3154,open,3,449,32,3,0,0,Science,not banned
3753,open,11,3211,49,4,13,0,Science,not banned
3151,open,4,551,15,3,30,0,Discussion,not banned
1458,closed,2,318,0,2,0,0,Discussion,not banned
1664,open,7,857,4,6,1662,0,Science,not banned
3976,open,30,3581,149,12,7,0,Medicine,not banned
2136,open,2,478,0,3,990,1,Medicine,not banned
2077,open,6,506,1,3,510,0,Science,not banned
1256,open,5,580,0,3,0,0,Science,not banned
3234,open,11,759,2,4,0,0,Science,not banned
3430,open,11,630,1,7,536,0,Science,not banned
3961,open,3,940,0,2,63,0,Science,not banned
3356,open,14,2621,1,9,809,0,Medicine,not banned
2866,open,9,760,49,6,0,0,Science,not banned
2349,open,3,659,1,3,533,0,Discussion,not banned
1544,open,3,535,0,3,0,0,Discussion,not banned
3089,open,22,1316,67,16,581,0,Math,not banned
1972,open,7,1446,20,7,1,0,Misc,not banned
1437,open,11,740,1,4,28,0,Homework,not banned
58,open,13,208,9,3,948,0,Homework,not banned
508,open,3,470,34,2,592,0,Science,not banned
2627,open,31,5004,4,16,224,0,Science,not banned
3819,open,7,687,6,5,91,0,Science,not banned
1472,open,20,1924,5,6,31,0,Science,banned
898,open,2,546,307,1,361,0,Math,not banned
3710,open,6,947,1,4,256,0,Science,not banned
3677,open,12,1041,14,6,56,0,Homework,not banned
1993,open,6,443,0,3,2,0,Science,not banned
3941,open,12,499,0,6,45,0,Discussion,not banned
3337,open,6,470,11,4,524,0,Discussion,not banned
2275,open,9,1972,5,5,1359,0,Science,not banned
681,open,6,608,169,3,0,0,Misc,not banned
1930,open,9,788,4,5,6,0,Science,not banned
258,open,8,294,0,4,374,0,Misc,not banned
941,open,3,847,1,2,0,0,Math,not banned
287,open,10,297,5,5,152,0,Science,not banned
2,open,9,0,0,3,1339,0,Misc,not banned
1712,open,17,855,7,7,536,1,Science,not banned
2538,open,2,330,0,2,194,0,Discussion,not banned
2237,open,9,632,2,5,7,0,Science,not banned
2503,open,8,456,3,5,316,0,Discussion,not banned
1278,open,2,552,3,2,428,0,Science,not banned
3186,open,14,876,1,9,0,0,Speculation,not banned
3818,open,46,3178,34,16,84,0,Medicine,not banned
2062,open,9,840,36,4,92,0,Science,not banned
354,open,4,361,15,4,0,0,Science,not banned
2278,open,16,18603,4,9,1735,0,Science,not banned
462,open,4,263,2,4,3551,0,Science,not banned
3141,open,2,540,0,2,0,0,Science,not banned
2445,open,14,985,3,10,170,1,Science,not banned
3513,open,9,665,1,3,0,0,Science,not banned
3902,open,32,2189,133,18,521,0,Science,not banned
2058,open,67,4570,85,23,774,0,Science,not banned
278,open,2,175,0,2,0,0,Science,not banned
1224,open,12,906,322,7,1902,0,Discussion,not banned
2165,open,7,504,2,6,0,0,Science,not banned
3584,open,2,634,0,2,42,0,Homework,not banned
3416,open,9,856,3,8,486,0,Math,not banned
940,open,14,756,2,8,52,0,Misc,banned
1530,open,4,418,13,2,100,0,Speculation,not banned
1294,open,4,635,3,4,9,0,Science,not banned
3103,open,13,748,23,7,701,0,Science,not banned
1675,open,5,1312,0,3,216,0,Science,not banned
3586,open,7,2241,3,5,0,1,Math,not banned
4208,closed,18,771,406,6,10,0,Science,not banned
1164,open,9,862,2,5,0,1,Medicine,not banned
1040,open,12,2309,0,6,189,0,Science,not banned
2929,open,13,959,3,7,738,0,Medicine,not banned
3557,open,7,874,2,5,0,0,Science,not banned
3504,open,39,2203,4,8,346,0,Science,not banned
142,open,209,3124,142,19,950,0,Discussion,not banned
3306,open,6,2155,1,4,1,0,Science,not banned
2161,open,3,449,5,3,599,0,Science,not banned
3681,open,16,1894,0,3,99,0,Math,not banned
2484,open,7,444,0,7,1529,0,Discussion,not banned
240,open,11,430,18,7,0,0,Science,not banned
3588,open,2,606,30,1,112,0,Science,not banned
1232,open,2,615,0,2,9,0,Science,not banned
3682,open,20,654,1,6,409,0,Misc,not banned
109,open,2,145,0,2,0,0,Math,not banned
341,open,4,300,0,2,0,0,Science,not banned
3328,open,19,544,23,16,188,0,Misc,not banned
3192,open,8,2001,2,3,302,1,Science,not banned
4508,open,2,485,2,2,42,0,Discussion,not banned
4327,open,3,2300,276,2,223,0,Discussion,not banned
1240,open,8,3330,5,4,0,1,Homework,not banned
1941,open,19,1352,7,8,2,0,Science,not banned
1705,open,8,596,1,4,1621,0,Science,not banned
4016,open,7,746,3,3,75,0,Science,not banned
2205,open,10,2865,1,7,767,0,Science,not banned
330,open,14,3203,6,8,12,0,Homework,not banned
504,open,3,431,33,3,596,0,Science,not banned
883,open,23,2015,144,14,20,0,Discussion,not banned
3633,open,35,2692,2,10,27,0,Science,not banned
2710,open,10,583,5,5,97,0,Science,not banned
4255,open,2,876,293,2,0,0,Science,not banned
3377,open,24,1142,3,15,241,2,Discussion,not banned
288,open,4,217,0,4,2,0,Speculation,not banned
1304,open,4,790,1,2,0,0,Science,not banned
3300,open,15,526,81,9,424,0,Discussion,not banned
1799,open,2,238,1,2,1083,0,Speculation,not banned
2334,open,5,234,3,4,1416,0,Discussion,not banned
3389,open,5,746,1,4,272,0,Science,not banned
1301,open,2,1299,2,2,8,0,Homework,not banned
1592,open,4,784,0,3,2421,0,Medicine,not banned
1604,open,5,983,0,5,41,0,Discussion,not banned
1328,open,5,615,0,4,1479,0,Discussion,not banned
2082,open,4,678,1607,5,2,1,Math,not banned
1830,open,25,941,7,16,690,0,Discussion,not banned
2845,open,5,1797,2,3,13,0,Misc,not banned
3611,open,5,801,0,4,193,0,Science,not banned
656,open,11,5751,20,6,50,0,Homework,not banned
82,open,7,222,0,3,660,0,Science,not banned
2669,open,6,504,0,4,549,0,Discussion,not banned
545,open,12,564,5,4,41,0,Misc,not banned
2970,open,2,507,5,2,0,0,Science,not banned
3802,open,39,1719,127,19,199,1,Discussion,not banned
37,open,5,149,28,3,1526,0,Science,not banned
1884,open,3,539,17,3,1442,0,Science,not banned
443,open,2,217,0,2,0,0,Homework,not banned
3363,open,39,1964,22,14,9,0,Science,not banned
4032,open,51,14171,2041,15,30,0,Math,banned
475,open,11,242,1,7,79,0,Speculation,banned
2281,open,15,934,23,8,131,0,Science,not banned
387,open,3,311,7,3,0,0,Science,not banned
2276,open,5,411,0,3,1474,0,Discussion,not banned
2434,open,3,434,2,3,373,0,Science,not banned
731,open,2,63,0,2,83,0,Misc,not banned
3131,open,14,591,6,10,730,0,Discussion,not banned
1857,open,5,484,3,3,472,0,Science,not banned
197,open,7,330,9,5,0,0,Science,not banned
3425,open,30,1407,57,18,108,0,Science,not banned
3246,open,5,539,0,4,0,0,Discussion,not banned
2415,open,5,515,1,4,0,0,Science,not banned
2017,open,10,481,2,4,1733,0,Discussion,not banned
3705,open,2,7767,0,2,205,0,Science,not banned
1788,open,5,2516,1,5,271,0,Medicine,banned
3012,open,14,624,1,6,268,0,Discussion,not banned
2060,open,3,403,1,3,604,0,Science,not banned
2785,open,45,1161,11,16,194,1,Discussion,not banned
2223,open,7,511,2,6,0,0,Discussion,not banned
2541,open,6,658,5,2,681,0,Science,banned
550,open,27,580,2,16,3463,0,Discussion,not banned
3710,open,17,896,2,5,256,0,Science,not banned
2510,open,3,500,1,2,40,0,Science,not banned
3327,closed,2,572,0,2,32,0,Math,not banned
2737,open,8,642,1,5,1229,0,Science,not banned
113,closed,17,140,0,6,0,4,Discussion,not banned
2482,open,6,633,0,4,3,0,Science,not banned
2779,open,12,2084,136,6,2,0,Math,not banned
1722,open,4,496,5,3,10,0,Homework,not banned
2890,open,16,1030,4,12,1260,0,Science,not banned
2713,open,5,600,0,4,94,0,Science,not banned
3267,open,4,289,11,3,52,0,Misc,not banned
254,open,7,223,1,2,212,0,Science,not banned
893,open,6,355,0,3,41,0,Science,banned
2921,open,8,465,21,4,0,0,Discussion,not banned
709,open,5,295,2,3,0,0,Science,not banned
1568,open,8,746,0,4,278,0,Science,not banned
564,open,7,268,1,2,63,0,Homework,not banned
1429,open,16,1922,2,6,202,0,Medicine,not banned
724,open,28,914,16,12,1982,0,Speculation,not banned
3244,open,2,348,0,2,4,0,Discussion,not banned
4212,open,9,1681,118,7,42,0,Medicine,not banned
1436,open,5,836,3,3,0,0,Misc,not banned
374,open,20,717,23,3,41,0,Science,not banned
1017,open,2,422,0,2,1283,0,Discussion,not banned
337,open,7,397,19,6,0,0,Speculation,not banned
2488,open,2,355,0,2,2,0,Discussion,not banned
2697,open,5,491,6,4,0,0,Homework,not banned
672,open,59,2216,3,8,1174,0,Science,not banned
1839,open,15,2348,126,5,0,1,Misc,not banned
2374,open,4,567,0,3,199,0,Science,not banned
2540,open,43,5409,343,17,1258,3,Discussion,not banned
505,open,3,379,0,3,693,0,Science,not banned
3567,open,37,2180,4,3,34,0,Science,not banned
4094,open,20,661,4,5,181,0,Discussion,not banned
2672,closed,16,1842,1853,10,303,0,Speculation,banned
1773,open,5,394,7,3,236,0,Science,not banned
4285,open,7,672,3,5,8,0,Discussion,not banned
314,open,8,331,1,6,366,0,Discussion,banned
4017,open,5,611,7,3,148,0,Discussion,not banned
1207,open,9,4536,1,3,0,0,Science,not banned
2446,open,21,1020,1,6,13,0,Speculation,banned
2261,open,4,526,0,5,292,1,Science,not banned
2210,open,6,922,57,7,0,1,Homework,not banned
3313,open,5,973,2,3,7,0,Science,not banned
1888,open,3,564,5,2,1,0,Medicine,not banned
2140,open,5,2645,195,7,1541,2,Misc,not banned
515,open,5,313,5,5,19,0,Science,not banned
1165,open,7,1217,64,6,1114,1,Misc,not banned
3607,open,3,800,1,3,292,0,Science,not banned
3153,open,4,835,11,3,0,0,Misc,not banned
439,open,10,366,3,4,105,0,Misc,banned
1249,open,4,788,0,4,254,0,Science,banned
3027,closed,2,18,0,2,530,0,Misc,not banned
2095,open,12,1315,3,3,8,0,Science,not banned
2293,open,7,1296,0,4,0,0,Science,not banned
3126,open,108,5564,47,31,418,1,Discussion,not banned
1415,open,24,2922,3,7,0,0,Misc,not banned
3278,open,11,415,14,6,2,0,Misc,not banned
4251,open,99,6516,774,34,1,0,Speculation,not banned
3680,open,8,964,1,3,10,0,Science,not banned
2409,open,14,666,3,12,100,0,Discussion,not banned
2377,open,8,797,1,7,0,0,Science,not banned
3734,open,15,1193,1,4,0,0,Science,not banned
2045,open,10,1427,76,5,164,0,Medicine,banned
1644,open,8,833,19,6,0,0,Science,not banned
3264,open,31,2353,6,4,0,0,Science,not banned
3026,open,11,470,1,7,192,0,Discussion,not banned
375,open,3,324,1,3,0,0,Homework,not banned
3394,closed,48,1694,0,9,756,0,Discussion,not banned
1759,open,18,2572,53,13,651,2,Medicine,not banned
